,acc_test_teacher,acc_test_student,acc_test_distilled,acc_train_teacher,acc_train_student,acc_train_distilled,time_train_teacher,time_train_student,time_train_distilled,time_test_teacher,time_test_student,time_test_distilled
0,58.68269230769231,63.10096153846154,58.68269230769231,59.72836538461539,63.94951923076923,59.72836538461539,4.639042615890503,0.7664051055908203,4.639042615890503,2.982189416885376,0.2326664924621582,2.982189416885376
1,61.69230769230769,68.24038461538461,61.69230769230769,62.73397435897435,69.24358974358974,62.73397435897435,4.030917167663574,0.6805016994476318,4.030917167663574,2.986560344696045,0.23637604713439941,2.986560344696045
2,68.77884615384615,71.1298076923077,68.77884615384615,70.11378205128204,71.72035256410257,70.11378205128204,3.9079508781433105,0.6533763408660889,3.9079508781433105,2.972835063934326,0.23657512664794922,2.972835063934326
3,67.63942307692308,71.03365384615384,67.63942307692308,69.10096153846153,72.34615384615385,69.10096153846153,3.74430513381958,0.6445112228393555,3.74430513381958,3.00612473487854,0.24152398109436035,3.00612473487854
4,71.21153846153845,72.96634615384615,71.21153846153845,72.5849358974359,74.04567307692308,72.5849358974359,3.6196024417877197,0.6249189376831055,3.6196024417877197,3.0352187156677246,0.23802661895751953,3.0352187156677246
5,72.39903846153845,73.1875,72.39903846153845,74.64102564102564,74.32211538461539,74.64102564102564,3.5765180587768555,0.6203553676605225,3.5765180587768555,3.0344836711883545,0.2425994873046875,3.0344836711883545
6,72.20192307692308,73.21634615384616,72.20192307692308,74.35576923076923,74.53846153846155,74.35576923076923,3.5503034591674805,0.6109342575073242,3.5503034591674805,3.0547478199005127,0.2259197235107422,3.0547478199005127
7,69.76442307692308,74.6923076923077,69.76442307692308,72.07692307692307,76.09054487179488,72.07692307692307,3.468090057373047,0.615424394607544,3.468090057373047,3.040060043334961,0.23933815956115723,3.040060043334961
8,73.63461538461539,75.60096153846155,73.63461538461539,76.15384615384615,76.70673076923077,76.15384615384615,3.4553399085998535,0.5985434055328369,3.4553399085998535,3.0166850090026855,0.23652124404907227,3.0166850090026855
9,71.09615384615384,73.7451923076923,71.09615384615384,72.95272435897436,75.00560897435898,72.95272435897436,3.4364070892333984,0.6034712791442871,3.4364070892333984,3.046619415283203,0.22668766975402832,3.046619415283203
10,73.42307692307692,74.4375,73.42307692307692,75.61538461538461,75.49358974358974,75.61538461538461,3.3717703819274902,0.5935161113739014,3.3717703819274902,3.050053358078003,0.22737407684326172,3.050053358078003
11,73.09134615384615,74.85576923076923,73.09134615384615,75.18349358974359,76.33814102564102,75.18349358974359,3.422828435897827,0.5892958641052246,3.422828435897827,3.044010877609253,0.23488426208496094,3.044010877609253
12,74.74038461538461,75.59134615384615,74.74038461538461,77.27884615384616,77.37660256410255,77.27884615384616,3.525629758834839,0.5983355045318604,3.525629758834839,3.042288064956665,0.2373950481414795,3.042288064956665
13,75.27884615384616,74.23557692307692,75.27884615384616,77.35176282051283,75.72596153846153,77.35176282051283,3.353616237640381,0.5867750644683838,3.353616237640381,3.0623831748962402,0.23906397819519043,3.0623831748962402
14,75.44711538461539,77.3076923076923,75.44711538461539,77.93669871794872,78.45432692307692,77.93669871794872,3.3865559101104736,0.5846216678619385,3.3865559101104736,3.0566866397857666,0.235626220703125,3.0566866397857666
15,75.67788461538461,75.60576923076923,75.67788461538461,78.38060897435898,77.25,78.38060897435898,3.3043012619018555,0.5851848125457764,3.3043012619018555,3.0518321990966797,0.23492884635925293,3.0518321990966797
16,76.04807692307692,76.1923076923077,76.04807692307692,78.34214743589743,77.3886217948718,78.34214743589743,3.308558702468872,0.5829334259033203,3.308558702468872,3.083496570587158,0.2360091209411621,3.083496570587158
17,76.5673076923077,76.91826923076923,76.5673076923077,79.27964743589743,78.55048076923077,79.27964743589743,3.2966530323028564,0.5801479816436768,3.2966530323028564,3.0591702461242676,0.23645329475402832,3.0591702461242676
18,76.28365384615384,74.42307692307692,76.28365384615384,79.38942307692308,75.86458333333333,79.38942307692308,3.2870969772338867,0.5813558101654053,3.2870969772338867,3.0584681034088135,0.2317962646484375,3.0584681034088135
19,78.14903846153847,76.30288461538461,78.14903846153847,81.17548076923077,77.68669871794872,81.17548076923077,3.2652971744537354,0.5809280872344971,3.2652971744537354,3.0689587593078613,0.23552322387695312,3.0689587593078613
20,76.08653846153847,76.40865384615385,76.08653846153847,79.2900641025641,78.17227564102565,79.2900641025641,3.2476749420166016,0.5780212879180908,3.2476749420166016,3.057587146759033,0.2285747528076172,3.057587146759033
21,75.34615384615385,76.57211538461539,75.34615384615385,78.69711538461537,78.47836538461539,78.69711538461537,3.2660903930664062,0.5752170085906982,3.2660903930664062,3.0692522525787354,0.23647260665893555,3.0692522525787354
22,77.48076923076923,77.27403846153847,77.48076923076923,80.6698717948718,78.49759615384615,80.6698717948718,3.2558343410491943,0.5715875625610352,3.2558343410491943,3.072309732437134,0.229142427444458,3.072309732437134
23,76.34134615384616,77.63942307692308,76.34134615384616,79.51682692307692,79.14903846153845,79.51682692307692,3.2299702167510986,0.5721049308776855,3.2299702167510986,3.0859687328338623,0.22835540771484375,3.0859687328338623
24,77.3125,77.49038461538461,77.3125,80.57692307692308,79.00560897435898,80.57692307692308,3.2227258682250977,0.57161545753479,3.2227258682250977,3.066786050796509,0.2353971004486084,3.066786050796509
25,77.04326923076923,76.01442307692308,77.04326923076923,80.19551282051282,77.85977564102564,80.19551282051282,3.1946346759796143,0.5720410346984863,3.1946346759796143,3.044215202331543,0.2352888584136963,3.044215202331543
26,78.66346153846155,76.41346153846153,78.66346153846155,81.7860576923077,78.48076923076923,81.7860576923077,3.2228846549987793,0.5736179351806641,3.2228846549987793,3.050135374069214,0.23548269271850586,3.050135374069214
27,78.21153846153847,76.04326923076923,78.21153846153847,81.62419871794872,77.34935897435898,81.62419871794872,3.2184927463531494,0.5756056308746338,3.2184927463531494,3.072648525238037,0.24576044082641602,3.072648525238037
28,76.91346153846153,76.7548076923077,76.91346153846153,79.98477564102564,78.45833333333333,79.98477564102564,3.1998345851898193,0.5747575759887695,3.1998345851898193,3.054797887802124,0.236464262008667,3.054797887802124
29,77.65384615384615,76.89903846153847,77.65384615384615,81.05528846153847,78.54086538461539,81.05528846153847,3.200432062149048,0.5639841556549072,3.200432062149048,3.054551124572754,0.2373960018157959,3.054551124572754
30,78.7548076923077,76.98076923076923,78.7548076923077,82.64823717948718,78.79967948717949,82.64823717948718,3.199009656906128,0.5629711151123047,3.199009656906128,3.0597517490386963,0.23431801795959473,3.0597517490386963
31,78.05288461538461,76.85096153846153,78.05288461538461,81.62660256410257,78.6826923076923,81.62660256410257,3.234935760498047,0.5639841556549072,3.234935760498047,3.0756137371063232,0.23428678512573242,3.0756137371063232
32,78.01923076923077,77.58653846153845,78.01923076923077,81.49919871794872,79.0400641025641,81.49919871794872,3.2060258388519287,0.5796997547149658,3.2060258388519287,3.0595123767852783,0.2353811264038086,3.0595123767852783
33,79.35096153846153,76.80288461538461,79.35096153846153,83.51121794871796,78.43509615384615,83.51121794871796,3.3141112327575684,0.5637626647949219,3.3141112327575684,3.0645558834075928,0.23160123825073242,3.0645558834075928
34,78.8125,77.90384615384616,78.8125,82.58173076923076,79.42628205128204,82.58173076923076,3.1924991607666016,0.5655224323272705,3.1924991607666016,3.084275960922241,0.23674821853637695,3.084275960922241
35,77.84134615384616,77.70192307692308,77.84134615384616,81.90945512820514,79.05528846153847,81.90945512820514,3.185626983642578,0.5614478588104248,3.185626983642578,3.0956625938415527,0.23683404922485352,3.0956625938415527
36,78.7548076923077,77.48076923076923,78.7548076923077,82.68990384615384,78.7948717948718,82.68990384615384,3.311772584915161,0.5760931968688965,3.311772584915161,3.0849642753601074,0.23571228981018066,3.0849642753601074
37,79.13942307692308,77.58653846153845,79.13942307692308,82.87179487179486,78.98878205128204,82.87179487179486,3.144949197769165,0.5609831809997559,3.144949197769165,3.0798048973083496,0.24074482917785645,3.0798048973083496
38,78.97115384615384,77.72596153846155,78.97115384615384,82.63942307692308,79.17227564102564,82.63942307692308,3.1712911128997803,0.5646035671234131,3.1712911128997803,3.0850236415863037,0.23746252059936523,3.0850236415863037
39,78.59134615384616,77.58173076923077,78.59134615384616,82.96474358974359,79.0048076923077,82.96474358974359,3.1881165504455566,0.5631897449493408,3.1881165504455566,3.082505941390991,0.23094463348388672,3.082505941390991
40,78.03846153846153,77.98076923076923,78.03846153846153,82.33333333333334,79.66346153846153,82.33333333333334,3.1526432037353516,0.5608711242675781,3.1526432037353516,3.109863042831421,0.2352588176727295,3.109863042831421
41,78.19711538461539,77.07692307692308,78.19711538461539,82.27884615384615,79.07692307692308,82.27884615384615,3.163391590118408,0.566422700881958,3.163391590118408,3.283762216567993,0.23496103286743164,3.283762216567993
42,79.48076923076923,77.24038461538461,79.48076923076923,83.88301282051283,78.72916666666666,83.88301282051283,3.1820907592773438,0.5579187870025635,3.1820907592773438,3.1187031269073486,0.2366037368774414,3.1187031269073486
43,79.67788461538461,77.64903846153847,79.67788461538461,83.73317307692307,79.34054487179488,83.73317307692307,3.1528968811035156,0.5581822395324707,3.1528968811035156,3.084393262863159,0.23560309410095215,3.084393262863159
44,78.50961538461539,77.15865384615384,78.50961538461539,82.68669871794872,78.6698717948718,82.68669871794872,3.272169828414917,0.5726978778839111,3.272169828414917,3.1169586181640625,0.22940397262573242,3.1169586181640625
45,79.38461538461539,77.65865384615384,79.38461538461539,83.4551282051282,79.34775641025641,83.4551282051282,3.2245681285858154,0.5647926330566406,3.2245681285858154,3.120027542114258,0.2435457706451416,3.120027542114258
46,78.85576923076924,76.85576923076923,78.85576923076924,83.10576923076923,78.49038461538461,83.10576923076923,3.116750717163086,0.5671501159667969,3.116750717163086,3.129103899002075,0.23937392234802246,3.129103899002075
47,77.89423076923076,76.84134615384616,77.89423076923076,81.92067307692308,78.52083333333333,81.92067307692308,3.1559529304504395,0.5645692348480225,3.1559529304504395,3.143082857131958,0.24084019660949707,3.143082857131958
48,79.63942307692308,76.80288461538461,79.63942307692308,84.05448717948718,78.31089743589743,84.05448717948718,3.247499942779541,0.5636465549468994,3.247499942779541,3.141944408416748,0.23830127716064453,3.141944408416748
49,79.91826923076924,77.6923076923077,79.91826923076924,84.22916666666667,78.8613782051282,84.22916666666667,3.142523765563965,0.5576965808868408,3.142523765563965,3.118769884109497,0.23664331436157227,3.118769884109497
50,80.3076923076923,76.49038461538461,80.3076923076923,84.63221153846155,78.06169871794872,84.63221153846155,3.1203901767730713,0.5545756816864014,3.1203901767730713,3.134042978286743,0.2423689365386963,3.134042978286743
51,79.10096153846153,76.34615384615384,79.10096153846153,83.72115384615385,77.96875,83.72115384615385,3.1547563076019287,0.5618658065795898,3.1547563076019287,3.1969707012176514,0.22952818870544434,3.1969707012176514
52,80.75961538461539,77.13942307692308,80.75961538461539,85.33653846153845,79.04807692307692,85.33653846153845,3.1529152393341064,0.5587825775146484,3.1529152393341064,3.135847568511963,0.23589539527893066,3.135847568511963
53,78.50961538461539,77.77884615384615,78.50961538461539,82.94951923076923,79.90304487179488,82.94951923076923,3.12825083732605,0.5628743171691895,3.12825083732605,3.123713254928589,0.23955869674682617,3.123713254928589
54,79.89903846153847,76.57211538461539,79.89903846153847,84.6786858974359,78.14423076923077,84.6786858974359,3.140655279159546,0.5553388595581055,3.140655279159546,3.131744623184204,0.24123072624206543,3.131744623184204
55,79.8701923076923,76.84615384615384,79.8701923076923,84.51682692307692,78.69791666666667,84.51682692307692,3.1219003200531006,0.5587732791900635,3.1219003200531006,3.140742540359497,0.24637174606323242,3.140742540359497
56,79.11057692307692,77.97596153846153,79.11057692307692,83.82451923076924,79.52564102564102,83.82451923076924,3.1981475353240967,0.5527091026306152,3.1981475353240967,3.1064822673797607,0.23661279678344727,3.1064822673797607
57,80.13461538461539,77.3125,80.13461538461539,84.55208333333334,79.10336538461539,84.55208333333334,3.108194589614868,0.5620021820068359,3.108194589614868,3.097893714904785,0.2384498119354248,3.097893714904785
58,78.76442307692308,77.26442307692307,78.76442307692308,83.45032051282051,78.72115384615384,83.45032051282051,3.1455078125,0.5531439781188965,3.1455078125,3.1157190799713135,0.24814605712890625,3.1157190799713135
59,78.41826923076923,77.40384615384616,78.41826923076923,83.16025641025641,78.44711538461539,83.16025641025641,3.1015303134918213,0.5520448684692383,3.1015303134918213,3.087045192718506,0.23613715171813965,3.087045192718506
60,80.1923076923077,77.4326923076923,80.1923076923077,84.93910256410257,78.94791666666666,84.93910256410257,3.1576218605041504,0.5515427589416504,3.1576218605041504,3.1102349758148193,0.23528409004211426,3.1102349758148193
61,79.63461538461539,78.17307692307692,79.63461538461539,84.49599358974359,79.58253205128204,84.49599358974359,3.1342101097106934,0.5537562370300293,3.1342101097106934,3.090441942214966,0.22792887687683105,3.090441942214966
62,78.99038461538461,77.23076923076924,78.99038461538461,83.64423076923076,78.87660256410255,83.64423076923076,3.1027002334594727,0.5637063980102539,3.1027002334594727,3.103015661239624,0.24326539039611816,3.103015661239624
63,77.97115384615385,76.64423076923077,77.97115384615385,82.92227564102565,78.25400641025641,82.92227564102565,3.120033025741577,0.5596437454223633,3.120033025741577,3.115438461303711,0.23272252082824707,3.115438461303711
64,79.96634615384616,77.14423076923077,79.96634615384616,84.97435897435898,78.89182692307692,84.97435897435898,3.0944459438323975,0.5650677680969238,3.0944459438323975,3.0997509956359863,0.24028396606445312,3.0997509956359863
65,79.25,78.15384615384615,79.25,84.1113782051282,79.85817307692308,84.1113782051282,3.109781265258789,0.5567471981048584,3.109781265258789,3.1141865253448486,0.23479938507080078,3.1141865253448486
66,80.33653846153847,77.27884615384616,80.33653846153847,85.20032051282051,79.71153846153847,85.20032051282051,3.116492748260498,0.5582716464996338,3.116492748260498,3.1667215824127197,0.2427053451538086,3.1667215824127197
67,79.45192307692308,77.8701923076923,79.45192307692308,84.57451923076923,79.58573717948718,84.57451923076923,3.077996253967285,0.5552997589111328,3.077996253967285,3.122749090194702,0.23583531379699707,3.122749090194702
68,80.32692307692308,76.90384615384616,80.32692307692308,85.28685897435896,78.96794871794872,85.28685897435896,3.0816497802734375,0.5563175678253174,3.0816497802734375,3.113288640975952,0.23922491073608398,3.113288640975952
69,79.78365384615384,77.53846153846153,79.78365384615384,84.52003205128204,79.82371794871796,84.52003205128204,3.083228826522827,0.5529882907867432,3.083228826522827,3.1237447261810303,0.24386906623840332,3.1237447261810303
70,80.57692307692308,77.10096153846155,80.57692307692308,85.57772435897436,79.07772435897435,85.57772435897436,3.0929551124572754,0.5515298843383789,3.0929551124572754,3.1229610443115234,0.24870967864990234,3.1229610443115234
