,acc_test_teacher,acc_test_baseline,acc_test_student,acc_train_teacher,acc_train_baseline,acc_train_student,time_train_teacher,time_train_baseline,time_train_student,time_test_teacher,time_test_baseline,time_test_student
0,85.67,86.08,85.67,85.55666666666667,85.28166666666667,85.55666666666667,1.5310022830963135,0.3550577163696289,1.5310022830963135,0.3905618190765381,0.05817747116088867,0.3905618190765381
1,89.47,88.12,89.47,89.48833333333333,87.91833333333334,89.48833333333333,1.1949667930603027,0.314298152923584,1.1949667930603027,0.39005064964294434,0.05866575241088867,0.39005064964294434
2,90.57,89.61,90.57,90.94333333333333,89.17666666666668,90.94333333333333,1.0879640579223633,0.3054168224334717,1.0879640579223633,0.3853745460510254,0.059157371520996094,0.3853745460510254
3,89.42999999999999,88.75999999999999,89.42999999999999,89.57833333333333,88.53166666666667,89.57833333333333,1.0368413925170898,0.29033327102661133,1.0368413925170898,0.39504194259643555,0.05858969688415527,0.39504194259643555
4,90.99000000000001,88.71,90.99000000000001,91.20166666666667,88.23666666666666,91.20166666666667,1.0023152828216553,0.29082679748535156,1.0023152828216553,0.3920564651489258,0.05819225311279297,0.3920564651489258
5,91.2,89.35,91.2,92.02333333333334,89.42,92.02333333333334,0.9798805713653564,0.2801482677459717,0.9798805713653564,0.3908059597015381,0.058246612548828125,0.3908059597015381
6,92.46,89.3,92.46,93.36333333333333,89.18,93.36333333333333,0.9442408084869385,0.28387951850891113,0.9442408084869385,0.3919677734375,0.0580596923828125,0.3919677734375
7,92.34,89.35,92.34,92.96,89.42166666666667,92.96,0.9220397472381592,0.27913951873779297,0.9220397472381592,0.39228200912475586,0.05363965034484863,0.39228200912475586
8,92.31,90.61,92.31,93.42166666666667,90.725,93.42166666666667,0.9165835380554199,0.2821011543273926,0.9165835380554199,0.38440370559692383,0.05867362022399902,0.38440370559692383
9,91.83,89.61,91.83,93.10333333333334,89.49166666666667,93.10333333333334,0.884157657623291,0.28165197372436523,0.884157657623291,0.3882009983062744,0.05789661407470703,0.3882009983062744
10,93.15,90.5,93.15,94.155,90.46,94.155,0.8665866851806641,0.27645134925842285,0.8665866851806641,0.3903782367706299,0.05824780464172363,0.3903782367706299
11,93.13,89.39,93.13,94.44,88.99333333333334,94.44,0.8567595481872559,0.27326393127441406,0.8567595481872559,0.39475250244140625,0.053266286849975586,0.39475250244140625
12,92.57,90.24,92.57,94.11166666666666,90.37666666666667,94.11166666666666,0.8758330345153809,0.27693867683410645,0.8758330345153809,0.38988733291625977,0.0525822639465332,0.38988733291625977
13,93.33,89.51,93.33,94.69833333333332,89.84833333333333,94.69833333333332,0.8457818031311035,0.2704741954803467,0.8457818031311035,0.3907787799835205,0.05469226837158203,0.3907787799835205
14,93.47999999999999,89.64,93.47999999999999,94.90166666666666,89.73,94.90166666666666,0.828413724899292,0.27298998832702637,0.828413724899292,0.3943440914154053,0.05231738090515137,0.3943440914154053
15,93.24,88.46000000000001,93.24,94.70833333333334,88.14333333333333,94.70833333333334,0.8330931663513184,0.27417421340942383,0.8330931663513184,0.388930082321167,0.0535578727722168,0.388930082321167
16,94.39,90.86999999999999,94.39,95.70833333333333,91.24,95.70833333333333,0.8396155834197998,0.27617740631103516,0.8396155834197998,0.39153099060058594,0.053859710693359375,0.39153099060058594
17,93.88,90.5,93.88,95.06833333333333,90.64333333333333,95.06833333333333,0.8158013820648193,0.27024197578430176,0.8158013820648193,0.39147400856018066,0.05246281623840332,0.39147400856018066
18,94.43,90.09,94.43,95.66666666666667,89.915,95.66666666666667,0.812493085861206,0.2681417465209961,0.812493085861206,0.390667200088501,0.05776023864746094,0.390667200088501
19,93.28,90.69,93.28,94.75833333333334,90.42666666666666,94.75833333333334,0.8165044784545898,0.2769787311553955,0.8165044784545898,0.39167284965515137,0.05348849296569824,0.39167284965515137
20,93.92,90.41,93.92,95.38499999999999,90.27666666666667,95.38499999999999,0.8022289276123047,0.2734403610229492,0.8022289276123047,0.3914470672607422,0.054125070571899414,0.3914470672607422
